Pdf url,Case Name,Jurisdiction of Settlement,Type of Settlement,Monetary Sanctions,Offenses-Alleged,Summary
https://star.worldbank.org/corruption-cases/printpdf/20168,Switzerland / Individual Defendant X,"Switzerland, Unspecified Jurisdictions",Criminal,"Criminal Fine, Suspended Criminal Fine",Bribery of Foreign Officails,"According to the December 2011 OECD Phase 3 Report on Switzerland, ""On 17 February 2010, the Tax Administration of the Canton of Geneva advised the cantonal Office of the Attorney-General of illegal payments that had been made by a director of several Geneva https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16hotels. Following this report, a case was opened by the Geneva Office of the Attorney-General. The investigation showed that between 2003 and 2007, X ? a Swiss national ? had paid intermediaries cash commissions totalling CHF 109 100 (approximately EUR 90 000) so that foreign diplomatic representations would choose to stay in his establishments. Examination of the accounting records of the companies operating the hotels showed in particular that CHF 48 000 had been paid in 2006-07 so that representatives of Office XY would stay in these establishments; that CHF 27 100 had been paid between 2003 and 2007 so that customers from consulate XY and permanent mission XY would stay there; and that CHF 34 000 had been paid so that customers connected with mission XY would stay there. The investigation determined that the payment of these commissions had enabled the hotels in question to generate turnover of CHF 1.5 million (or approximately EUR 1.2 million). When questioned by the Geneva law enforcement authorities, the defendant acknowledged having paid commissions to attract customers, while contending that the customers brought in by the commissions had not, in his opinion, been members of official representations. The prosecutor in the case deemed, however, that a review of the accounting documents in evidence clearly showed that the customers were in fact official representatives, that a 2009 letter clearly indicated that the accused habitually paid commissions to foreign officials and lastly, that it made little difference whether the intermediaries receiving the commissions did not work formally for the various foreign missions insofar as a purpose of the commissions was to attract diplomatic clientele. The Geneva law enforcement authorities also rejected the defendant?s contention that the payment of commissions to foreign public officials was a recurring practice in the hotel industry. After taking account of the defendant's lack of a criminal record and his personal and economic circumstances, and considering that the deeds of which he was accused were not serious enough to take the accused to trial, X was sentenced by Summary punishment order to a suspended fine of CHF 49 500 (approximately EUR 41 000), three years? probation and a fine of CHF 12 000 (approximately EUR 10 000)."" (Source: Organisation for Economic Co-Operation and Development, ""Phase 3 Report on Implementing the OECD Anti-Bribery Convention in Switzerland,"" December 2011, at 54 and citing as its source Summary Punishment Order of the Attorney-General of the Republic and Canton of Geneva, 2 December 2010.). The suspended fine has not been included in the monetary total for this entry."
https://star.worldbank.org/corruption-cases/printpdf/20167,Stet Holland bv Emmeloord,Iraq (UN Oil-for-Food),Criminal,"Criminal Fine, Criminal Confiscation",Sanctions legislation by paying kickbacks when implementing UN Oil-for-Food Programme,"According to the Netherlands Phase 2 Report of the OECD Anti-Bribery Working Group (December 17, 2008): ""As of October 2008, no foreign bribery cases had been brought before the Dutch courts. Nevertheless, the prosecution authorities have concluded out-of-court transactions with seven companies for paying kickbacks in the context of the Oil-for-Food Programme in Iraq, although the offence charged was the violation of sanctions legislation and not the foreign bribery offence."" (para 2); "" the Prosecution Department reports that it has concluded financial transactions (out of court settlements) with 7 companies for violating sanction legislation by paying kickbacks when implementing the Oil for Food Programme. Criminal gains have also been confiscated. In July 2008 a press release has been issued about these settlements. Together with the names of the companies (Alfasan International B.V., N.V. Organon, Flowserve B.V. , OPW Fluid Transfer Group Europe B.V., Prodetra B.V. Solvochem Holland B.V., Stet Holland B.V.) the settlements have been made public. For the following Oil-for-food transactions out-of-court settlements have been reached: 1. Alfasan International BV Woerden, fine: € 31.800,-- and confiscation € 10.183,55 2. NV Organon Oss, fine: € 381.602 3. Flowerserve bv te Etten-Leur, fine: € 76.274 and confiscation €180.260 4. OPW Fluid Transfer Group Europe BV, Nieuw Vennep, fine € 57.204 and confiscation € 24.600 5. Prodetra bv,Wadinxveen, fine: 64.751 and confiscation € 34.485,95 6. Solvochem Holland bv, Rotterdam, fine € 136.000 and confiscation € 144.592 7. Stet Holland bv,Emmeloord, fine € 119.712 and confiscation € 54.458."" (Source: Ibid., at 14.)"
https://star.worldbank.org/corruption-cases/printpdf/20166,"Statoil ASA / ""Oil Company Case"" / Unnamed Company Vice President",Iran,Criminal,Criminal Fine,Breach of trading influence \(section 276c of the General Civil Penal Code\,"According to the June 2011 OECD Phase 3 Report on Norway: ""A first case (""the Oil Company case"") had been initiated at the time of the Phase 2 evaluation of Norway in 2004. https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16Økokrim issued penalty notices to a large state-owned oil company, and a senior executive of the company. On 28 June 2004, Økokrim issued penalty notices to the oil company and the company's former executive Vice President. The Vice President had negotiated an agreement with a company registered in an off-shore jurisdiction, according to which the latter was to perform various consulting services for the oil company for an 11 year period. The oil company was to pay a total fee of USD 15.2 million for these alleged services. Payments were made to a foreign bank account in the name of a third company. In September 2003, following exposure by a Norwegian newspaper, the agreement was terminated. The real purpose of the agreement was to channel funds to a foreign citizen in return for his or others influencing individuals who were involved in decision-making relevant to the company's commercial activities in the foreign jurisdiction, including administrative acts concerning the awarding of contracts in the oil and gas sector. The advantage to be conferred according to the agreement was improper, notably because of the amount of the remuneration, and because the true purpose of the agreement was concealed. This consultancy contract was entered into in breach of the oil company's internal guidelines. The penalty notice stated that the senior executive failed to arrange for the termination of the agreement as soon as possible after the entering into force of the new Norwegian corruption legislation on 4 July 2003. The penalty notices describe the offences as a breach of the trading of influence statute (section 276c of the General Civil Penal Codemillion (EUR 2.4 million; USD 3 million), and the vice president's NOK 200 000 (EUR 24 000). it was also fined, in a deferred prosecution agreement, USD 10.5 million by the Department of Justice (out of which the USD 3 million already paid to Norway was deducted); the Securities and Exchange Commission further required the company to disgorge USD 10.5 million."" (Source: Organisation for Economic Co-Operation and Development, ""Phase 3 Report on Implementing the OECD Anti-Bribery Convention in Norway,"" June 2011, at 7-8.)"
https://star.worldbank.org/corruption-cases/printpdf/20165,"Statoil ASA / ""Oil Company Case""",Iran,Criminal,Criminal Fine,Officials,"https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.23https://star.worldbank.org/corruption-cases/articleglossary/#Art.26According to the June 2011 OECD Phase 3 Report on Norway: ""A first case (?the Oil Company case?) had been initiated at the time of the Phase 2 evaluation of Norway in 2004. Økokrim issued penalty notices to a large state-owned oil company, and a senior executive of the company. On 28 June 2004, Økokrim issued penalty notices to the oil company and the company?s former executive Vice President. The Vice President had negotiated an agreement with a company registered in an off-shore jurisdiction, according to which the latter was to perform various consulting services for the oil company for an 11 year period. The oil company was to pay a total fee of USD 15.2 million for these alleged services. Payments were made to a foreign bank account in the name of a third company. In September 2003, following exposure by a Norwegian newspaper, the agreement was terminated. The real purpose of the agreement was to channel funds to a foreign citizen in return for his or others influencing individuals who were involved in decision-making relevant to the company?s commercial activities in the foreign jurisdiction, including administrative acts concerning the awarding of contracts in the oil and gas sector. The advantage to be conferred according to the agreement was improper, notably because of the amount of the remuneration, and because the true purpose of the agreement was concealed. This consultancy contract was entered into in breach of the oil company?s internal guidelines. The penalty notice stated that the senior executive failed to arrange for the termination of the agreement as soon as possible after the entering into force of the new Norwegian corruption legislation on 4 July 2003. The penalty notices describe the offences as a breach of the trading of influence statute (section 276c of the General Civil Penal Codemillion (EUR 2.4 million; USD 3 million), and the vice president?s NOK 200 000 (EUR 24 000). Both fines were accepted.15 As the oil company was listed on the New York Stock Exchange, it was also fined, in a deferred prosecution agreement, USD 10.5 million by the Department of Justice (out of which the USD 3 million already paid to Norway was deducted); the Securities and Exchange Commission further required the company to disgorge USD 10.5 million."" (Source: Organisation for Economic Co-Operation and Development, ""Phase 3 Report on Implementing the OECD Anti-Bribery Convention in Norway,"" June 2011, at 7-8.)"
https://star.worldbank.org/corruption-cases/printpdf/20164,Statoil ASA,Iran,Civil,Disgorgement of Profits,Falsification of Books and Records,"According to the June 2011 United States Report to the OECD, ""In 2001 and 2002, Statoil sought to expand its business internationally, and focused specifically on Iran as a country in which to secure oil and gas development rights. At the time, Iran was awarding contracts for the development of the South Pars field, one of the largest natural gas fields in the world. In 2001, Statoil developed contacts with an Iranian government official who was believed to have influence over the award of oil and gas contracts in Iran. Following a series of negotiations with the Iranian official in 2001 and 2002, Statoil entered into a -- consulting contract? with an offshore intermediary company. The purpose of that consulting contract -- which called for the payment of more than $15 million over 11 years -- was to induce the Iranian official to use his influence to assist Statoil in obtaining a contract to develop portions of the South Pars field and to open doors to additional Iranian oil and gas projects in the future. Two bribe payments totaling more than $5 million were actually made by wire transfer through a New York bank account, and Statoil was awarded a South Pars development contract that was expected to yield millions of dollars in profit."" (Source: US Report to the Organisation for Economic Co-operation and Development, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" Information as of May 31, 2011, Statoil ASA Case Summary at 112-113.)"
https://star.worldbank.org/corruption-cases/printpdf/20161,"Smith & Nephew plc / Smith & Newphew, Inc.",Greece,Criminal,Criminal Fine,Bribery of Foreign Officials,"According to the US Department of Justice Press Release, ""Smith & Nephew Inc. has entered https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.23https://star.worldbank.org/corruption-cases/articleglossary/#Art.26into a deferred prosecution agreement with the Department of Justice to resolve improper payments by the company and certain affiliates in violation of the Foreign Corrupt Practices Act (FCPATenn., and is a wholly-owned subsidiary of Smith & Nephew plc, an English company traded on the New York Stock Exchange. The company manufactures and sells medical devices worldwide. Smith & Nephew acknowledged responsibility for the actions of its affiliates, subsidiaries, employees and agents who made various improper payments to publicly-employed health care providers in Greece from 1998 until 2008 to secure lucrative business. According to the criminal information filed today in U.S. District Court in the District of Columbia in connection with the agreement, Smith & Nephew, through certain executives, employees and affiliates, agreed to sell products at full list price to a Greek distributor based in Athens, and then pay the amount of the distributor discount to an off-shore shell company controlled by the distributor. These off-the-books funds were then used by the distributor to pay cash incentives and other things of value to publicly-employed Greek health care providers to induce the purchase of Smith & Nephew products. In total, from 1998 to 2008, Smith & Nephew, its affiliates and employees authorized the payment of approximately $9.4 million to the distributor's shell companies, some or all of which was passed on to physicians The Justice Department acknowledges and expresses its appreciation for the assistance provided by the authorities of the 8th Ordinary Interrogation Department of the Athens Court of First Instance and the Athens Economic Crime Squad in Greece."" (Source: US Department of Justice Press Release, ""Medical Device Company Smith & Nephew Resolves Foreign Corrupt Practices Act Investigation,"" February 6, 2012.)"
https://star.worldbank.org/corruption-cases/printpdf/20163,Statoil ASA,Iran,Criminal,Criminal Fine,Bribery of Foreign Officials,"According to the June 2011 United States Report to the OECD, ""In 2001 and 2002, Statoil https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.23https://star.worldbank.org/corruption-cases/articleglossary/#Art.26sought to expand its business internationally, and focused specifically on Iran as a country in which to secure oil and gas development rights. At the time, Iran was awarding contracts for the development of the South Pars field, one of the largest natural gas fields in the world. In 2001, Statoil developed contacts with an Iranian government official who was believed to have influence over the award of oil and gas contracts in Iran. Following a series of negotiations with the Iranian official in 2001 and 2002, Statoil entered into a -- consulting contract? with an offshore intermediary company. The purpose of that consulting contract -- which called for the payment of more than $15 million over 11 years -- was to induce the Iranian official to use his influence to assist Statoil in obtaining a contract to develop portions of the South Pars field and to open doors to additional Iranian oil and gas projects in the future. Two bribe payments totaling more than $5 million were actually made by wire transfer through a New York bank account, and Statoil was awarded a South Pars development contract that was expected to yield millions of dollars in profit."" (Source: US Report to the Organisation for Economic Co-operation and Development, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" Information as of May 31, 2011, Statoil ASA Case Summary at 112-113.)"
https://star.worldbank.org/corruption-cases/printpdf/20162,Solvochem Holland BV,Iraq (UN Oil-for-Food),Criminal,"Criminal Fine, Criminal Confiscation",,"According to the Netherlands Phase 2 Report of the OECD Anti-Bribery Working Group https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#$230https://star.worldbank.org/corruption-cases/articleglossary/#457https://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.26(December 17, 2008): ""As of October 2008, no foreign bribery cases had been brought before the Dutch courts. Nevertheless, the prosecution authorities have concluded out-of-court transactions with seven companies for paying kickbacks in the context of the Oil-for-Food Programme in Iraq, although the offence charged was the violation of sanctions legislation and not the foreign bribery offence."" (para 2); "" the Prosecution Department reports that it has concluded financial transactions (out of court settlements) with 7 companies for violating sanction legislation by paying kickbacks when implementing the Oil for Food Programme. Criminal gains have also been confiscated. In July 2008 a press release has been issued about these settlements. Together with the names of the companies (Alfasan International B.V., N.V. Organon, Flowserve B.V. , OPW Fluid Transfer Group Europe B.V., Prodetra B.V. Solvochem Holland B.V., Stet Holland B.V.) the settlements have been made public. For the following Oil-for-food transactions out-of-court settlements have been reached: 1. Alfasan International BV Woerden, fine: € 31.800,-- and confiscation € 10.183,55 2. NV Organon Oss, fine: € 381.602 3. Flowerserve bv te Etten-Leur, fine: € 76.274 and confiscation €180.260 4. OPW Fluid Transfer Group Europe BV, Nieuw Vennep, fine € 57.204 and confiscation € 24.600 5. Prodetra bv,Wadinxveen, fine: 64.751 and confiscation € 34.485,95 6. Solvochem Holland bv, Rotterdam, fine € 136.000 and confiscation € 144.592 7. Stet Holland bv,Emmeloord, fine € 119.712 and confiscation € 54.458."" (Source: Ibid., at 14.)"
https://star.worldbank.org/corruption-cases/printpdf/20160,Smith & Nephew plc,Greece,Civil,"Disgorgement of Profits, Prejudgment Interest",Bribery of Foreign Officials,"According to the US Securities and Exchange Commission Litigation Release, ""Smith & Nephew PLC, headquartered in London, England, is a global medical device company with operations around the world. The SEC alleges that, from 1997 to June 2008, two of Smith &Nephew PLC's subsidiaries, including its U.S. subsidiary, Smith & Nephew Inc., used a distributor to create a slush fund to make illicit payments to public doctors employed by 1997, Smith & Nephew PLC's subsidiaries developed a scheme to create an offshore fund to pay Greek public doctors to purchase products from two Smith & Nephew PLC subsidiaries, Smith & Nephew Inc. and Smith & Nephew GmbH. According to the complaint, Smith & Nephew PLC's subsidiaries made payments to a total of three shell entities in the United Kingdom controlled by the distributor that were used to pay bribes. The complaint alleges that on paper, it appeared as if Smith & Nephew PLC's subsidiaries were paying for marketing services, but no services were actually performed. The complaint also alleges that Smith & Nephew PLC failed to act on numerous red flags of bribery and that employees at Smith & Nephew PLC and its subsidiaries were aware of the payments."" (Source: US Securities and Exchange Commission Litigation Release, Litigation Release 22252 / February 6, 2012, Securities and Exchange Commission v. Smith & Nephew PLC, Civil Action No. 1: 12-CV-00187 (D.D.C.)(GK) (February, 6, 2012)."
https://star.worldbank.org/corruption-cases/printpdf/20190,Titan Corporation / Steven Lynnwood Head,Benin,Criminal,Criminal Fine,Falsification of books and records,"According to the United States June 2011 Report to the OECD, ""Titan Corporation (Titan), a Delaware Corporation headquartered in San Diego, CA, is a global provider of military https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.26intelligence and communications solutions. In October 1998, Titan established a joint venture with Afronetwork, a Benin telecommunications company, to build a satellite-based telephone system in Benin. In a November meeting between Titan and Afronetwork, Titan was introduced to a ""business advisor"" to the president of Benin. Titan subsequently hired the ""advisor"" to assist with the contract in exchange for 5% of the value of all equipment installed in Benin. Revenues from the contract were close to $100 million, and Titan subsequently made over $2.3 million in payments to the agent, including via offshore accounts in Monaco. Titan recorded the payments as ""consulting services"" in its corporate books and records and broke the payments into smaller increments to make them appear more reasonable."" The Report also noted that Steven Lynwood Head, Chief Executive Officer of Titan Africa, Inc. also pleaded guilty to charge of falsification of books and records and was fined $5,000. (Source: Report by the United States to the OECD, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions"" (June 2011), Titan Corporation Case Summary at 116-117.) See also, US v. Steven Lynwood Head, Case No. 06-cr-1380-BEN (S.D. Cal.) documents listed in source column."
https://star.worldbank.org/corruption-cases/printpdf/20189,Titan Corporation,Benin,Criminal,Criminal Fine,"Bribery of foreign officials, Falsification of books and records, Filing a false tax return","According to the United States June 2011 Report to the OECD, ""Titan Corporation (Titan), a Delaware Corporation headquartered in San Diego, CA, is a global provider of military https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.26intelligence and communications solutions. In October 1998, Titan established a joint venture with Afronetwork, a Benin telecommunications company, to build a satellite-based telephone system in Benin. In a November meeting between Titan and Afronetwork, Titan was introduced to a ""business advisor"" to the president of Benin. Titan subsequently hired the ""advisor"" to assist with the contract in exchange for 5% of the value of all equipment installed in Benin. Revenues from the contract were close to $100 million, and Titan subsequently made over $2.3 million in payments to the agent, including via offshore accounts in Monaco. Titan recorded the payments as ""consulting services"" in its corporate books and records and broke the payments into smaller increments to make them appear more reasonable."" (Source: Report by the United States to the OECD, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions"" (June 2011), Titan Corporation Case Summary at 116-117.) See also, US v. Titan Corporation, Case No. 05-cr-0314 (S.D. Cal.) documents listed in Sources field."
https://star.worldbank.org/corruption-cases/printpdf/20188,Titan Corporation,Benin,Civil,"Disgorgement of Profits, Prejudgment Interest","Bribery of foreign officials, Internal controls violations, Falsification of books and records","According to the United States June 2011 Report to the OECD, ""Titan Corporation (Titan), a Delaware Corporation headquartered in San Diego, CA, is a global provider of military intelligence and communications solutions. In October 1998, Titan established a joint venture with Afronetwork, a Benin telecommunications company, to build a satellite-based telephone system in Benin. In a November meeting between Titan and Afronetwork, Titan was introduced to a ""business advisor"" to the president of Benin. Titan subsequently hired the ""advisor"" to assist with the contract in exchange for 5% of the value of all equipment installed in Benin. Revenues from the contract were close to $100 million, and Titan subsequently made over $2.3 million in payments to the agent, including via offshore accounts in Monaco. Titan recorded the payments as ""consulting services"" in its corporate books and records and broke the payments into smaller increments to make them appear more reasonable."" (Source: Report by the United States to the OECD, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions"" (June 2011), Titan Corporation Case Summary at 116-117.) According to the SEC Litigation Release, to settle the SEC's civil charges, Titan agreed to pay $12.62 million in disgorgement along with $2,859,195.47 million in prejudgment interest. In addition, Titan was ordered to pay a civil penalty of $13 million, which was deemed satisfied by payment of the same amount in criminal fines. (Source: US Securities and Exchange Commission Litigation Release No. 19107  March 1, 2005, Securities and Exchange Commission v. The Titan Corporation, Case No. 05-0411 (D.D.C.) (JR) (filed March 1, 2005), ""SEC Sues The Titan Corporation for Payments to Campaign of Benin President."")"
https://star.worldbank.org/corruption-cases/printpdf/20187,Textron Inc.,"Bangladesh, Egypt, India, Indonesia, Iraq (UN Oil-for-Food), United Arab Emirates",Civil,"Disgorgement, Prejudgment Interest, Civil Penalty","Internal Controls Violations, Falsification of Books and Records","According to the June 2011 United States Report to the OECD, ""On August 23, 2007, Textron, Inc., a Rhode Island-based industrial equipment company, settled allegations with the Department of Justice and the SEC relating to kickbacks paid to the former Government of Iraq under the United Nations Oil for Food Program (OFFP). As part of a consent agreement with the SEC and a non-prosecution agreement with the Department, Textron acknowledged responsibility for kickbacks paid to the Iraqi government by its David Brown French subsidiaries in exchange for contracts worth $1,936,936 to provide industrial pumps, gears, and other equipment to Iraqi ministries under the OFFP. According to settlement documents, the subsidiaries in Textron's Fluid and Power Business Unit paid a total of more than $650,000 in kickbacks by inflating the price of contracts by 10 percent before submitting the contracts to the U.N. for approval. These kickback payments, which bypassed the U.N. escrow account, were paid by third parties to Iraqi government-controlled accounts. During the course of its own internal investigation, Textron also uncovered an additional 36 illicit payments totaling almost $115,000 that were made to officials of state-owned companies in countries other than Iraq, including the United Arab Emirates, Bangladesh, Indonesia, Egypt, and India, in order to obtain similar contracts."" (Source: Report by the United States to the OECD, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" June 2011, Textron inc. Case Summary, at 99-100.)"
https://star.worldbank.org/corruption-cases/printpdf/20186,Textron Inc.,"Egypt, India, Indonesia, Iraq (UN Oil-for-Food), United Arab Emirates",Criminal,Criminal Fine,"Bribery of Foreign Officials, Falsification of Books and Records","According to the June 2011 United States Report to the OECD, ""On August 23, 2007, Textron, Inc., a Rhode Island-based industrial equipment company, settled allegations with https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.26the Department of Justice and the SEC relating to kickbacks paid to the former Government of Iraq under the United Nations Oil for Food Program (OFFP). As part of a consent agreement with the SEC and a non-prosecution agreement with the Department, Textron acknowledged responsibility for kickbacks paid to the Iraqi government by its David Brown French subsidiaries in exchange for contracts worth $1,936,936 to provide industrial pumps, gears, and other equipment to Iraqi ministries under the OFFP. According to settlement documents, the subsidiaries in Textron's Fluid and Power Business Unit paid a total of more than $650,000 in kickbacks by inflating the price of contracts by 10 percent before submitting the contracts to the U.N. for approval. These kickback payments, which bypassed the U.N. escrow account, were paid by third parties to Iraqi government-controlled accounts. During the course of its own internal investigation, Textron also uncovered an additional 36 illicit payments totaling almost $115,000 that were made to officials of state-owned companies in countries other than Iraq, including the United Arab Emirates, Bangladesh, Indonesia, Egypt, and India, in order to obtain similar contracts."" (Source: Report by the United States to the OECD, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" June 2011, Textron inc. Case Summary, at 99-100.)"
https://star.worldbank.org/corruption-cases/printpdf/20184,"Tenaris, S.A.",Uzbekistan,Criminal,Criminal Fine,"Bribery of foreign officials, Falsification of books and records","According to the US Department of Justice Press Release, on May 17, 2011, Tenaris S.A., a publicly traded corporation headquartered in Luxembourg agreed to pay $3.5 million in https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.26criminal penalties for violation of the Foreign Corrupt Practices Act and entered into a Non-Prosecution Agreement with the Department of Justice. (Source: US Department of Justice Press Release, ""Tenaris S.A. Agrees to Pay $3.5 Million Criminal Penalty to Resolve Violations of the Foreign Corrupt Practices Act,"" May 17, 2011.) The NPA included a provision which states ""It is understood that Tenaris admits, accepts, and acknowledges responsibility payments to officials of OJSC O'ztashqineftgaz, an Uzbekistan state-controlled oil and gas production company, and failed to record such payments in Tenaris's books and records. (Source: In Re Tenaris, Department of Justice Non-Prosecution Agreement dated March 14, 2011.) According to the United States June 2011 ""Steps taken to implement and enforce the OECD Convention on Combatting Bribery of Foreign Public Officials in International Business Transactions,"" Report to the OECD, ""This enforcement action marked the first-ever use of a investigation."" (at 11)"
https://star.worldbank.org/corruption-cases/printpdf/20185,"Tenaris, S.A.",Uzbekistan,Civil,"Disgorgement of Profits, Prejudgment Interest","Bribery of foreign officials, Falsification of books and records, Internal controls violations","According to the United States June 2011 ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" Report to the OECD, ""This enforcement action marked the first-ever use of a investigation."" (at 11) Please note that the Tenaris DPA with the SEC includes a ""Statement of Facts,"" but as noted in the document, Tenaris agreed to the settlement ""without admitting or denying the allegations"" made against it by the SEC. (Source: In Re Tenaris, S.A., SEC Deferred Prosecution Agreement, May 17, 2011.) According to the DPA, ""Between in or around April 2006 through May 2007, Tenaris bid on a series of contracts with OJSC O'ztashqineftgaz (""OAO""), to supply OAO with pipeline for use in the development and production of oil and natural gas in Uzbekistan. OAO was a subsidiary ofUzbekneftegaz, the state-owned holding company of Uzbekistan's oil and gas industry."" The SEC had alleged that Tenaris retained an agent in connection with those contract bids and made commission payments to the agent, and that ""Tenaris's then-regional sales personnel understood that a portion of the commission Tenaris paid to the Agent for services related to contracts M-07-53, M-0770, M-07-71 and M-07-72 would be used to pay OAO officials for opening competitors' bids, providing confidential bid information to Tenaris, and replacing Tenaris's original bids with its revised bids."" (at para 6n)"
https://star.worldbank.org/corruption-cases/printpdf/20183,Tanner Management Corporation / Herbert K. Tannenbaum,None (Sting Operation),Criminal,Criminal Fine,Conspiracy to bribe foreign officials,"According to the June 2011 US Report to the OECD, ""On March 24, 1998, Herbert Tannenbaum was arrested pursuant to a criminal complaint filed in the Southern District of https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.23New York, which charged him with conspiracy to violate the anti-bribery provisions of the FCPA. A one-count information, charging Tannenbaum with conspiracy to violate the FCPA, was subsequently filed on July 23, 1998. According to court documents, Tannenbaum, as President of Tanner Management Corporation, offered to make secret payments totaling 15% of the contract value to an undercover agent posing as a procurement officer of the Government of Argentina in order to induce the agent to purchase garbage incinerators. According to the plea agreement, the offered bribe totaled between $120,000 and $200,000. As part of the conspiracy and in an attempt to disguise the secret payment, Tannenbaum incorporated a fictitious entity named Cybernet USA and opened a bank account in the same name. Tannenbaum pleaded guilty on August 5, 1998, and, pursuant to a plea agreement with the United States, was sentenced to a prison term of 1 year and 1 day, to be followed by 3 years of supervised release."" (Source: US Report to the Organisation for Economic Co-operation and Development, ""Steps taken to implement and enforce the OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,"" Information as of May 31, 2011, Tanner Management Corporation Case Summary at 135-36.) According to the Judgment in his case, Mr. Tannenbaum was ordered to pay $15,000 in criminal fine. (Source: US v. Tannenbaum, Case No. 1:98-cr-784-TPG (S.D.N.Y.), Judgment in a criminal case dated March 19, 1999.) The US Department of Justice Press Release stated that, ""According to the information, Tannenbaum helped incorporate and open a bank account in the name of Cybernet USA, a fictitious entity, to disguise the payment to the undercover agent. During the investigation, the Argentine Ministry of Justice cooperated with the Department."" (Source: US Department of Justice Press Release, ""Long Island Man Pleads Guilty to Violating Foreign Corrupt Practices Act,"" August 5, 1998.)"
https://star.worldbank.org/corruption-cases/printpdf/20181,Syncor International Corporation / Monty Fu,"Taiwan, China",Civil,Civil Penalty,Abetting Falsification of Books and Records,"According to the US Department of Justice Report to Congress, Appendix C ""Summaries of Foreign Corrupt Practices Act Enforcement Actions by the United States, January 1, 1998 - September 30, 2010,"" Syncor International Corporation, at 79-80, accessed at www.justice.gov/criminal/fraud/fcpa/docs/response3-appx-c.pdf: Misconduct in Taiwan, 1997-2002; Criminal and civil charges stemmed from (1) series of payments totalling at least $344,110 in ""commissions"" by Syncor and its employees to physicians employed by hospitals owned by the legal authorities in Taiwan for the purpose of obtaining and retaining business from the hospitals and in connection with the purchase and sale of unit dosages of certain radiopharmaceuticals. Monty Fu, Syncor Taiwan's founder and board chairman authorized the payments and (2) at least $113,007 in improper payments (1998-2002) authorized by Fu and made by Syncor Taiwan to physicians employed at hospitals owned by the legal authorities in Taiwan in exchange for their referrals of patients to medical imaging centers owned and operated by Syncor. Resulting civil enforcement actions: SEC v. Monty Fu (D.D.C., September 27, 2008), SEC v. Syncor International Corporation (D.D.C., December 10, 2002), In the Matter of Syncor International Corporation (December 10, 2002). The SEC Litigation Release acknowledged the investigative assistance by the Taiwan Taipei Prosecutors Office."
